airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,latitude,longitude,negative_score,positive_score,neutral_score,compound_score,NltkResult,TextBlob Polarity Score,Textblob PolarityResult sentiment,TextBlob Subjectivity Score,Textblob SubjectivityResult sentiment,Happy,Angry,Surprise,Sad,Fear,emotionResult
neutral,1,,0,Southwest,chrisharriscw,0,southwestair oscar worthy entrance tmthvfdc,24-02-2015 07:18,40.3051321,-119.189177,0,0.42,0.58,0.4404,positive,0.333333333,positive,0.333333333,Objective,1,0,0,0,0,happy
positive,1,,0,Southwest,DelaneySchenk,0,southwestair best airline hands amazing customer service bags free affordable flights happycamper,24-02-2015 07:07,36.20193556,-119.335714,0,0.557,0.443,0.9062,positive,0.666666667,positive,0.666666667,Subjective,0.25,0,0.5,0,0.25,surprise
positive,0.6813,,0,Southwest,PlatypusDBHunt,0,southwestair thanks ella counter going beyond help back flight cancelled flightled,24-02-2015 07:04,36.52561454,-118.1772304,0.128,0.359,0.513,0.5574,positive,0.1,positive,0.1,Very Objective,0,0,0.25,0.25,0.5,fear
neutral,0.6667,,0,Southwest,ScottnearSMF,0,southwestair phlairport flight arrives penguin plane,24-02-2015 06:57,36.98966904,-119.6137229,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,1,,0,Southwest,chamtdi,4,southwestair thank taking good care people myywafkfi kevinswan alstdi life story,24-02-2015 06:31,38.59946377,-119.5277557,0,0.518,0.482,0.8225,positive,0.7,positive,0.7,Subjective,0.33,0,0.33,0,0.33,happy
positive,1,,0,Southwest,TheMattCrane,0,southwestair smoooothest flight attendants southwestsmoothie vrklai,24-02-2015 06:28,35.79584557,-118.9321875,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Cancelled Flight,1,Southwest,TheBaltimoreOs,0,southwestair southwest airline cancelled flight flights charleston flight cancelled flightation really weather relate flightd,24-02-2015 06:24,36.83369293,-118.8836931,0.25,0,0.75,-0.4588,negative,0.2,positive,0.2,Objective,0.5,0,0.5,0,0,happy
neutral,0.6374,,0,Southwest,TheRandyHarbin,0,southwestair stepup makeitright best money hungry wewillsee,24-02-2015 06:24,35.15834869,-119.0766616,0,0.412,0.588,0.6369,positive,1,positive,1,Very Subjective,0,0,1,0,0,surprise
negative,1,Customer Service Issue,0.6667,Southwest,nerdguru,0,southwestair thanks text exactly timely data throughout issues today maybe aaumkazy,24-02-2015 06:20,35.06833166,-119.1079929,0,0.225,0.775,0.4404,positive,0.225,positive,0.225,Objective,1,0,0,0,0,happy
negative,1,Customer Service Issue,1,Southwest,NicoleMEBump,0,southwestair called pleasant less helpful told train consistent,24-02-2015 06:12,36.49651835,-118.586342,0,0.492,0.508,0.701,positive,0.272222222,positive,0.272222222,Objective,0.67,0,0,0.33,0,happy
negative,1,Can't Tell,0.7029,Southwest,pwalnuts1156,0,southwestair year customer lost inches really hurt every time person front shifts raps knees,24-02-2015 06:11,34.37311673,-119.101548,0.333,0,0.667,-0.7178,negative,0.2,positive,0.2,Objective,0,0,0.33,0.67,0,sad
neutral,1,,0,Southwest,passthechorizo,0,southwestair less helped partnerrewards incoming fast enough keep expiring,24-02-2015 06:04,33.1908431,-119.4204981,0,0,1,0,neutral,0.011111111,positive,0.011111111,Very Objective,0,0,1,0,0,surprise
neutral,1,,0,Southwest,passthechorizo,0,southwestair wife expired days planning flight booking problems trip today anything tight budget,24-02-2015 06:04,40.36531108,-120.648752,0.184,0,0.816,-0.4019,negative,-0.178571429,negative,-0.178571429,Very Objective,0.5,0,0,0,0.5,happy
negative,0.6926,Can't Tell,0.3673,Southwest,ashjshannon,0,southwestair would great atleast next husband flying reservation,24-02-2015 05:58,34.57428209,-119.5894101,0,0.369,0.631,0.6249,positive,0.4,positive,0.4,Neutral,0.33,0,0,0,0.67,fear
negative,1,Customer Service Issue,1,Southwest,JReneeX0X0,0,southwestair customer relations still open texas,24-02-2015 05:57,34.94168399,-119.4755262,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
positive,1,,0,Southwest,NicoleMEBump,0,southwestair thank,24-02-2015 05:56,34.92640747,-119.1672269,0,0.714,0.286,0.3612,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Can't Tell,0.6651,Southwest,pwalnuts1156,0,southwestair hate evolved seating knees seat pocket fornpfky,24-02-2015 05:50,36.74135581,-119.4669131,0.346,0,0.654,-0.5719,negative,-0.8,negative,-0.8,Very Objective,0,0,0,0.5,0.5,sad
positive,1,,0,Southwest,jasonjwebb,0,southwestair thanks team dealing flight houston,24-02-2015 05:45,35.67844733,-119.1884257,0,0.367,0.633,0.4404,positive,0.2,positive,0.2,Objective,0,0,0,0,0,Neutral
positive,0.6998,,0,Southwest,quiltbabe,0,southwestair bumped preboard flights whatever reason thanks,24-02-2015 05:43,36.75825421,-120.0839158,0,0.326,0.674,0.4404,positive,0.2,positive,0.2,Objective,0,0,0.5,0.5,0,surprise
negative,1,Bad Flight,0.3456,Southwest,LifesATrip_,0,southwestair heart southwest commercials aimed satisfy nano smattering travelers destinations,24-02-2015 05:36,39.49683767,-120.1621996,0,0.25,0.75,0.4588,positive,0,neutral,0,Very Objective,0,0,0,1,0,sad
neutral,1,,0,Southwest,joshkmm,0,southwestair urgently need receipts sent closed help,24-02-2015 05:35,34.01671836,-120.2057151,0,0.31,0.69,0.4019,positive,-0.1,negative,-0.1,Very Objective,0.33,0,0.33,0,0.33,happy
neutral,1,,0,Southwest,duneshadow,0,southwestair sent,24-02-2015 05:33,36.36342748,-119.2173674,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,0.6843,Late Flight,0.6843,Southwest,jlivingood,0,southwestair appears delayed info available gate,24-02-2015 05:33,37.39908342,-119.5320538,0.275,0,0.725,-0.2263,negative,0.4,positive,0.4,Neutral,0,0,0,1,0,sad
negative,0.6746,Cancelled Flight,0.6746,Southwest,duneshadow,0,southwestair tell cancelled flightled flight delay,24-02-2015 05:27,40.71039945,-119.7559365,0.518,0,0.482,-0.5106,negative,0,neutral,0,Very Objective,0,0,0,1,0,sad
negative,0.3587,Flight Attendant Complaints,0.3587,Southwest,saysorrychris,0,southwestair bday yesterday girl gave birth first born could courtesy flight change lynn thanks,24-02-2015 05:23,35.67784203,-119.1983447,0,0.31,0.69,0.6597,positive,0.225,positive,0.225,Objective,0,0,0.5,0.25,0.25,surprise
neutral,0.6559,,0,Southwest,RyanHanley_Com,0,know southwestair,24-02-2015 05:20,42.33523868,-119.0686811,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Cancelled Flight,1,Southwest,duneshadow,0,southwestair need know status cancelled flightled instead delaying flight,24-02-2015 05:20,39.01330815,-119.4760104,0.2,0,0.8,-0.25,negative,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Cancelled Flight,1,Southwest,duneshadow,0,southwestair weather time cancelled flighted cannot meeting today,24-02-2015 05:15,38.75704083,-119.2108293,0.222,0,0.778,-0.25,negative,0,neutral,0,Very Objective,1,0,0,0,0,happy
neutral,0.6743,,0,Southwest,michaelpscott37,0,southwestair flight empty rude rlpjchb,24-02-2015 05:15,36.37854359,-119.2925122,0.615,0,0.385,-0.5859,negative,-0.2,negative,-0.2,Very Objective,0,0,1,0,0,surprise
positive,0.6563,,0,Southwest,osman_khan,0,southwestair left ipad seat pocket filed lost item report received exactly week late flightr record unbelievable,24-02-2015 05:13,33.21322547,-119.3316291,0.127,0.099,0.773,-0.128,negative,-0.075,negative,-0.075,Very Objective,0,0,0.33,0.67,0,sad
negative,0.7125,Cancelled Flight,0.7125,Southwest,duneshadow,0,southwestair flight cancelled flighted,24-02-2015 05:07,36.91250652,-119.3734286,0.4,0,0.6,-0.25,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Bad Flight,1,Southwest,rmgarrett3,0,southwestair love please stop overheating planes second flight feels like sauna,24-02-2015 05:04,33.81122126,-119.8707347,0.121,0.495,0.385,0.7783,positive,0.25,positive,0.25,Objective,0.5,0,0,0.5,0,happy
neutral,1,,0,Southwest,Sez_Nez,0,southwestair traveling asking sister waiting nephew midland flight eventually landed,24-02-2015 05:00,35.84993688,-119.1089113,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0.33,0,0.67,fear
positive,0.3368,,0,Southwest,Paulyjroberts,0,southwestair anyone help upgrade buisness select cannot seem hail right area know guys good,24-02-2015 04:55,38.41873056,-120.2913111,0.069,0.314,0.617,0.6573,positive,0.492857143,positive,0.492857143,Neutral,0.33,0,0.33,0,0.33,happy
negative,1,Customer Service Issue,0.6557,Southwest,pjeffs,0,southwestair asked lindsey call instead like schoolgirl call getting tired typing little notes,24-02-2015 04:55,38.00443423,-120.0240113,0.177,0.152,0.671,-0.1027,negative,-0.29375,negative,-0.29375,Very Objective,0,0,0,0,1,fear
negative,1,Lost Luggage,0.352,Southwest,TheRandyHarbin,0,southwestair give clever advertising bagsflyfree badpolicy allows cheatcustomers,24-02-2015 04:54,37.33042326,-118.941056,0,0.3,0.7,0.4588,positive,0.166666667,positive,0.166666667,Very Objective,0,0,0,0,1,fear
negative,1,Can't Tell,0.6667,Southwest,davidgoodson71,0,southwestair principle hard mugged upset took money give anything wrongiswrong,24-02-2015 04:50,33.79254939,-119.5960011,0.333,0,0.667,-0.4588,negative,-0.291666667,negative,-0.291666667,Very Objective,0,0.2,0.2,0,0.6,fear
negative,1,Customer Service Issue,1,Southwest,davidgoodson71,0,southwestair customer service words wasted time took money badbussiness theft zaqltf,24-02-2015 04:49,39.03052908,-119.202952,0.242,0,0.758,-0.4939,negative,-0.2,negative,-0.2,Very Objective,0,0.5,0.5,0,0,angry
negative,1,Bad Flight,1,Southwest,Scottyk1977,0,southwestair three hour flight orlando wifi uncool firstworldproblems,24-02-2015 04:49,36.34194351,-119.0374883,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,1,,0,Southwest,kcormier19,0,southwestair loving planes lighting wish windows larger hujcjg,24-02-2015 04:35,34.53790784,-118.9626185,0,0.524,0.476,0.765,positive,0.3,positive,0.3,Objective,1,0,0,0,0,happy
negative,0.6932,Lost Luggage,0.6932,Southwest,amymiller305,0,southwestair would like bags picked taken hotel airport someone contact,24-02-2015 04:33,35.45236285,-118.5351157,0,0.217,0.783,0.3612,positive,0,neutral,0,Very Objective,0,0,0.33,0,0.67,fear
negative,1,Customer Service Issue,0.6804,Southwest,amymiller305,0,southwestair customer service terrible knows bags clothes gear,24-02-2015 04:29,36.65815861,-119.1189813,0.307,0,0.693,-0.4767,negative,-1,negative,-1,Very Objective,0,0,0,0,1,fear
negative,1,Customer Service Issue,0.6782,Southwest,kaugie01,0,southwestair multiple attempts finally able submit late flight last night,24-02-2015 04:26,35.99339239,-119.4689953,0,0,1,0,neutral,0.05,positive,0.05,Very Objective,0,0,0,0.5,0.5,sad
negative,1,Cancelled Flight,1,Southwest,duneshadow,0,southwestair arrive find already cancelled flighted options miss meeting might know show,24-02-2015 04:17,36.73487699,-119.6183854,0.265,0,0.735,-0.3818,negative,0,neutral,0,Very Objective,0,0.5,0,0.5,0,angry
neutral,0.6563,,0,Southwest,davidgoodson71,0,southwestair chance right thing never late flight honest,24-02-2015 04:17,38.66866159,-119.3059362,0.252,0.187,0.561,-0.1783,negative,0.345238095,positive,0.345238095,Objective,0,0,0.25,0.25,0.5,fear
negative,0.6442,Can't Tell,0.6442,Southwest,emayteeteej,0,southwestair darn bought wrong device switch sure,24-02-2015 04:02,36.96949252,-118.4674536,0.298,0.221,0.481,-0.2023,negative,0,neutral,0,Very Objective,0,0,0,0,1,fear
neutral,1,,0,Southwest,emayteeteej,0,southwestair quick question bought wifi phone tablet hours left trip,24-02-2015 03:54,34.74253251,-120.0461145,0,0,1,0,neutral,0.166666667,positive,0.166666667,Very Objective,0,0.5,0,0,0.5,angry
positive,0.6799,,0,Southwest,PhoenixThis,0,southwestair cool shot moon fleet klbaimes,24-02-2015 03:44,34.95576331,-119.9670431,0,0.315,0.685,0.3182,positive,0.35,positive,0.35,Objective,1,0,0,0,0,happy
neutral,1,,0,Southwest,OBruce135,0,southwestair hello partnerships nonprofit organizations area,24-02-2015 03:27,36.11363144,-119.3079611,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Lost Luggage,1,Southwest,amymiller305,0,southwestair remember time lost husbands bags filmjobnoequipment nowarmclothes,23-02-2015 22:08,36.63594098,-119.2108418,0.247,0,0.753,-0.3182,negative,0,neutral,0,Very Objective,0,0,0,1,0,sad
positive,1,,0,Southwest,JohnRDalton,0,southwestair looking forward flying friday love airline,23-02-2015 21:58,37.43815127,-119.0276906,0,0.412,0.588,0.6369,positive,0.5,positive,0.5,Neutral,1,0,0,0,0,happy
positive,1,,0,Southwest,The_Playmaker20,0,southwestair love airline much thanks much service great snacks amazing everything outstanding thanks,23-02-2015 21:50,36.61131013,-119.1135353,0,0.758,0.242,0.9716,positive,0.428571429,positive,0.428571429,Neutral,0.6,0,0.2,0.2,0,happy
negative,1,Lost Luggage,0.672,Southwest,amymiller305,0,southwestair need redeem lost respect tonight lostbags filmjobnoequipment,23-02-2015 21:47,38.30451147,-119.2862661,0.202,0.272,0.526,0.2023,positive,0,neutral,0,Very Objective,0.5,0,0,0.5,0,happy
negative,1,Lost Luggage,1,Southwest,amymiller305,0,southwestair lose istudios bags husband warm clothes equipment youdidit notcool,23-02-2015 21:24,35.39631921,-118.6008762,0.214,0.151,0.635,-0.2023,negative,0.6,positive,0.6,Subjective,0,0,0,0.5,0.5,sad
neutral,0.3569,,0,Southwest,LaRoseKayla,1,southwestair assigned seating cousin probably cannot together flight tomorrow thanks,23-02-2015 21:13,35.6565638,-119.6691454,0,0.244,0.756,0.4404,positive,0.2,positive,0.2,Objective,0,0,0,0,1,fear
negative,1,Bad Flight,0.6565,Southwest,___the___,0,southwestair wifi stays connected lifetime higgs boson,23-02-2015 21:08,40.06123157,-119.174065,0,0,1,0,neutral,0,neutral,0,Very Objective,0,1,0,0,0,angry
neutral,1,,0,Southwest,lcpnn,0,southwestair forget wedding fairs discounts nonprofits donate part worth every single,23-02-2015 20:53,37.02999009,-119.6512003,0.148,0.148,0.703,0,neutral,0.114285714,positive,0.114285714,Very Objective,0,0.33,0,0,0.67,fear
negative,0.6703,Customer Service Issue,0.6703,Southwest,TravelDean,0,southwestair phone agents able give correct departure times checkin online international,23-02-2015 20:23,37.93091262,-118.8378274,0,0,1,0,neutral,0.25,positive,0.25,Objective,0,0,0,0,1,fear
negative,0.694,Late Flight,0.355,Southwest,GabyOlya,0,southwestair making miss thebachelor right,23-02-2015 20:21,37.3705773,-119.1380769,0.286,0,0.714,-0.1531,negative,0.285714286,positive,0.285714286,Objective,0,0,0,0.67,0.33,sad
neutral,0.6382,,0,Southwest,racingchic247,0,southwestair please lower plane flight like bucks thanks floridavacation,23-02-2015 20:21,37.53938412,-120.1049749,0.148,0.517,0.336,0.6705,positive,0.2,positive,0.2,Objective,0,0,0,1,0,sad
positive,1,,0,Southwest,john_heltemes,0,southwestair great flight cabo last week family smoothflight frequentflyer,23-02-2015 20:10,32.71750869,-118.9251255,0,0.339,0.661,0.6249,positive,0.4,positive,0.4,Neutral,0.5,0,0.5,0,0,happy
negative,1,Can't Tell,0.6702,Southwest,TheRandyHarbin,0,southwestair bags flutter charge travelers change dates fullprice travel,23-02-2015 20:01,39.42806114,-118.6951466,0,0,1,0,neutral,0,neutral,0,Very Objective,1,0,0,0,0,happy
positive,1,,0,Southwest,EDWINKONSEPT,0,southwestair late flightst makes happy flying days bethonors,23-02-2015 20:00,36.65833019,-119.082199,0,0.346,0.654,0.5719,positive,0.25,positive,0.25,Objective,0.5,0,0,0.5,0,happy
positive,0.6744,,0,Southwest,ShomanWright,0,southwestair fact black history month months year honorable economic base corp like future,23-02-2015 19:53,33.86074714,-119.5446682,0,0.353,0.647,0.7184,positive,-0.191666667,negative,-0.191666667,Very Objective,0,0,0,0.5,0.5,sad
neutral,0.6515,,0,Southwest,DaveyGrand,0,southwestair offer border towns incentive since exchange rates hurt customerappreciation gaincustomers keepem,23-02-2015 19:43,36.79377836,-119.4912083,0.214,0.157,0.629,-0.2263,negative,0,neutral,0,Very Objective,0,0,0,0.67,0.33,sad
positive,0.9657,,0,Southwest,magmum03,0,southwestair awesome flight dallas virgin america refused child peanut allergy guys thanks,23-02-2015 19:42,37.8108899,-119.9476618,0.121,0.385,0.495,0.7003,positive,0.6,positive,0.6,Subjective,0,0,0.5,0.5,0,surprise
negative,1,Customer Service Issue,0.6514,Southwest,TheRandyHarbin,0,southwestair send follow lovedflyingwiththem notanymore wrong badpolicy,23-02-2015 19:38,36.95900608,-119.6090876,0.341,0,0.659,-0.4767,negative,-0.5,negative,-0.5,Very Objective,0,0,0,0,1,fear
neutral,1,,0,Southwest,MastoBabii,0,southwestair reference,23-02-2015 19:35,37.10187792,-119.6719613,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,0.3499,Can't Tell,0.3499,Southwest,sammyboy405,0,southwestair welcome thoughts nearly entire plane,23-02-2015 19:26,36.52175269,-120.0187852,0,0.375,0.625,0.4588,positive,0.4,positive,0.4,Neutral,0.33,0,0,0,0.67,fear
neutral,1,,0,Southwest,Sez_Nez,0,southwestair know reason flight dallas midland diverted lubbock suppose direct midland,23-02-2015 19:26,37.6744461,-120.3556223,0,0,1,0,neutral,0.1,positive,0.1,Very Objective,0,0,0,0.33,0.67,fear
positive,1,,0,Southwest,mjb1994,0,southwestair flight wifi tmobile wifi calling makes best combination love texting feet,23-02-2015 19:23,36.94385431,-118.5579874,0,0.457,0.543,0.8555,positive,0.75,positive,0.75,Subjective,0.25,0,0.25,0.25,0.25,happy
negative,1,Can't Tell,0.6622,Southwest,TheRandyHarbin,0,southwestair become like every airline crooked cannot believe taking shouldwearmasks shocked,23-02-2015 19:16,38.55740746,-118.6560183,0.167,0.181,0.652,0.0516,positive,-0.35,negative,-0.35,Very Objective,0,0,0.67,0.33,0,surprise
negative,1,Late Flight,1,Southwest,itshosey,0,southwestair conf fneqm flight delayed hours friend waited bday please follow,23-02-2015 19:15,34.21936047,-119.514563,0.123,0.357,0.519,0.5574,positive,0,neutral,0,Very Objective,0.33,0,0.33,0.33,0,happy
negative,1,Customer Service Issue,1,Southwest,jenmedbery,0,southwestair twitter cust rule fell short told cannot solve problem anything,23-02-2015 19:12,37.0979628,-119.0695139,0.124,0.176,0.7,0.1695,positive,0,neutral,0,Very Objective,0,0.29,0,0.29,0.43,fear
negative,1,Customer Service Issue,1,Southwest,kelios,0,southwestair disappointed service received checked online checked flight status online checked airport,23-02-2015 19:05,35.72068335,-118.3575614,0.22,0,0.78,-0.4767,negative,-0.75,negative,-0.75,Very Objective,0,0,0.33,0.33,0.33,surprise
positive,1,,0,Southwest,funksway,0,southwestair great ynczutzz,23-02-2015 18:54,37.41773439,-118.9553547,0,0.672,0.328,0.6249,positive,0.8,positive,0.8,Very Subjective,1,0,0,0,0,happy
positive,0.6594,,0,Southwest,Q2wo,0,southwestair thanks,23-02-2015 18:52,38.12885838,-118.5641944,0,0.744,0.256,0.4404,positive,0.2,positive,0.2,Objective,0,0,0,0,0,Neutral
